Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
slater,14,17,45.16,0,15,16,"slater, slater & gordon, slater & gordon (uk) llp, slater & gordon lawyers, slater & gordon llp, slater & gordon solicitors, slater & gordon uk llp, slater & gordon uk ltd, slater gordon","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1011.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/11.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1264.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/171.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/380.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/586.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/680.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1315.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/2.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/360.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/408.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/800.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/86.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1846.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1916.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1992.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/256.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/425.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/73.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/82.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1015.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1301.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/223.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/776.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1177.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2214.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2232.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2253.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1507.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1112.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1649.html""]}"
slaughter & may,21,12,63.64,0,12,21,"slaughter & may, slaughter and may","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/536.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/805.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1267.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1289.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/474.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/719.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/87.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1129.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2075.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/220.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2694.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/37.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1475.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/889.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1156.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/501.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/680.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/29.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/353.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1179.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1388.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1481.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/374.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1110.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/622.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/767.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/797.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/98.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/23.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/54.html""]}"
slee blackwell llp,1,1,50.0,0,1,1,"slee blackwell llp, slee blackwell solicitors llp","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/851.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/774.html""]}"
smith bowyer clarke,2,0,100.0,0,2,0,smith bowyer clarke,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1830.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/737.html""]}"
smith jones (solicitors) limited,1,0,100.0,0,1,0,smith jones (solicitors) limited,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/18.html""]}"
smith partnership,1,1,50.0,0,0,2,"smith partnership, smith partnership solicitors","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1794.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/607.html""]}"
smithfield partners limited,1,1,50.0,0,0,2,"smithfield partners limited, smithfield partners ltd","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1875.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1291.html""]}"
smiths,0,1,0.0,0,0,1,smiths,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2141.html""]}"
smk & smb,0,1,0.0,0,0,1,smk & smb,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/234.html""]}"
"solange valdez-symonds, cardinal hume centre",1,1,50.0,0,1,1,"solange valdez-symonds, cardinal hume centre, solange valdez-symonds, project for registration of children as british citizens","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/240.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/193.html""]}"
solesbury gay,1,0,100.0,0,1,0,solesbury gay,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1484.html""]}"
solicitor,3,2,60.0,0,1,4,"solicitor, solicitors","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/15.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/263.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/626.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/695.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1296.html""]}"
solicitor for his majesty's revenue,99,45,68.75,0,33,111,"solicitor for his majesty's revenue, solicitor for hm revenue, solicitor for hm revenue & customs, solicitor for hmrc, solicitor to her majesty's revenue, solicitor to hm revenue, solicitor to hm revenue & customs, solicitor to hmrc, solicitor to revenue, solicitor's office, hmrc, solicitor, hmrc, solicitors for hm revenue, solicitors for hmrc, solicitors office hmrc, solicitors office, hmrc, solicitors to hm revenue","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1036.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1293.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1306.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/648.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/713.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/805.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/82.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/95.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1116.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1416.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1427.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1512.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1756.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1845.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1899.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/198.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1982.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2105.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2124.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/435.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/54.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/77.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1419.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1705.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1744.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/182.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/204.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/21.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/243.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/299.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/405.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/452.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/488.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/547.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/550.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/569.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/663.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/874.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1043.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/105.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1082.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1124.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1180.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1235.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/174.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1804.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/186.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/225.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/283.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/534.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/624.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/910.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/942.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1076.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1222.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1447.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1587.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1620.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/19.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/232.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/330.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/501.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/502.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/656.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/825.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1179.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1281.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/261.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/497.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1412.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/300.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/652.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/720.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/995.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/23.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/399.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1014.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1105.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/114.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1160.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1294.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1299.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/157.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/19.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/436.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/447.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/485.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/663.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/761.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/782.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/809.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/90.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/938.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1106.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1221.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/135.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1515.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/17.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1727.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1794.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2075.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2204.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2210.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2231.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2348.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2798.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/31.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/315.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/45.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/46.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/549.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/568.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/791.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/818.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/847.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/952.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1010.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1021.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1041.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/118.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1301.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1357.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/156.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1610.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1643.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1860.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1909.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/319.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/353.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/474.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/51.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/554.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/747.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/826.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/841.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/849.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/854.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/93.html""]}"
solicitor to council,1,0,100.0,0,0,1,solicitor to council,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1107.html""]}"
solicitor to greater manchester police,1,0,100.0,0,0,1,solicitor to greater manchester police,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/490.html""]}"
solicitor to information commissioner,1,0,100.0,0,0,1,solicitor to information commissioner,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/388.html""]}"
solicitor to london borough of lambeth,1,0,100.0,0,0,1,solicitor to london borough of lambeth,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/582.html""]}"
solicitor's office,3,0,100.0,2,2,1,"solicitor's office, solicitors office","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2176.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/120.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/909.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1261.html""]}"
"solicitor, coventry city council",1,0,100.0,0,0,1,"solicitor, coventry city council","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/453.html""]}"
"solicitor, mid-suffolk district council",1,0,100.0,0,0,1,"solicitor, mid-suffolk district council","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1378.html""]}"
solicitors office (vat & duties litigation team,1,0,100.0,0,0,1,solicitors office (vat & duties litigation team,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/440.html""]}"
solomons legal solicitors,0,1,0.0,0,1,0,solomons legal solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/686.html""]}"
somerset constabulary,1,1,50.0,0,1,1,somerset constabulary,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/209.html""]}"
somerset police,1,0,100.0,0,1,0,somerset police,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1675.html""]}"
south east water limited,1,0,100.0,0,1,0,south east water limited,"{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/287.html""]}"
south kesteven district council,2,0,100.0,0,0,2,"south kesteven district council, south kesteven district council legal services","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/811.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/887.html""]}"
south london legal partnership,1,4,20.0,2,4,1,"south london legal partnership, south london partnership","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/63.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/12.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/826.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/888.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1492.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/960.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1438.html""]}"
south oxfordshire district council,1,0,100.0,0,0,1,south oxfordshire district council,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/860.html""]}"
south wales & gwent police joint legal services,1,0,100.0,0,0,1,south wales & gwent police joint legal services,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2107.html""]}"
south west law,2,5,28.57,0,6,1,"south west law, south west london law centre, south west london law centres, southwestlaw","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/558.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/674.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1621.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/202.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1846.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/854.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/846.html""]}"
southampton,1,0,100.0,0,0,1,southampton,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/983.html""]}"
southwark law centre,2,1,66.67,0,2,1,southwark law centre,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1532.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2495.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1648.html""]}"
southwark legal services,1,0,100.0,0,0,1,southwark legal services,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/707.html""]}"
spearpoint franks solicitors ltd,1,0,100.0,0,0,1,spearpoint franks solicitors ltd,"{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/132.html""]}"
special advocate support office,1,0,100.0,0,1,0,special advocate support office,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/512.html""]}"
"special legal casework department, south wales police",2,0,100.0,0,0,2,"special legal casework department, south wales police, special legal casework, south wales police","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/683.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1058.html""]}"
spector constant & williams,0,2,0.0,0,2,0,"spector constant & williams, spector constant & williams ltd","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1169.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/545.html""]}"
spelthorne borough council,1,0,100.0,0,0,1,spelthorne borough council,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/784.html""]}"
spencer shaw employment law & litigation,0,1,0.0,0,1,0,spencer shaw employment law & litigation,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/766.html""]}"
spencer west llp,1,1,50.0,0,2,0,spencer west llp,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/411.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1323.html""]}"
spring law,1,2,33.33,0,2,1,spring law,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1295.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1120.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1330.html""]}"
