Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
osborne clarke,7,8,46.67,0,2,13,"osborne clarke, osborne clarke llp","{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2344.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/497.html"", ""role"": ""claimant/respondent."", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1176.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/501.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1020.html"", ""role"": ""2nd appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1297.html"", ""role"": ""defendant/respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1411.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/31.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1482.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/189.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/772.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/825.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/980.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/193.html"", ""role"": ""third respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1577.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
osbornes,4,7,36.36,0,7,3,"osborne & co. solicitors, osbornes, osbornes law llp, osbornes law solicitors, osbornes solicitors, osbornes solicitors llp","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/606.html"", ""role"": ""first respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/24.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/433.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/115.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/801.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1339.html"", ""role"": ""second respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1697.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2414.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/650.html"", ""role"": ""children's guardian"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1758.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/692.html"", ""role"": ""appellant yilmaz gullu in the second appeal"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
osmond & osmond solicitors,1,0,100.0,0,1,0,osmond & osmond solicitors,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/786.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
owen white limited,0,1,0.0,0,1,0,owen white limited,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/889.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
own solicitors,0,1,0.0,0,1,0,own solicitors,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/695.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
oxford law group,0,2,0.0,0,0,2,oxford law group,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1345.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/894.html"", ""role"": ""respondent children through their guardian"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
oxfordshire county council,3,1,75.0,0,0,4,"angela mills, principal solicitor, oxfordshire county council, oxfordshire county council, oxfordshire county council legal services, south oxfordshire district council","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/809.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/894.html"", ""role"": ""respondent local authority"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/860.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1308.html"", ""role"": ""defendant"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
oxley & coward solicitors,0,1,0.0,0,0,0,oxley & coward solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1777.html"", ""role"": ""intervenor"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
ozon solicitors,1,2,33.33,0,3,0,"ozon solicitors, ozon solicitors ltd","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/929.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/31.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1203.html"", ""role"": ""applicants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pallas partners llp,0,2,0.0,0,2,0,pallas partners llp,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1141.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/724.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
"palmer biggs ip, solicitors",1,0,100.0,0,1,0,"palmer biggs ip, solicitors","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/779.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
palmview estates limited,0,1,0.0,0,1,0,palmview estates limited,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1871.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pannone corporate llp,3,2,60.0,0,4,1,"pannone, pannone corporate llp","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1465.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/238.html"", ""role"": ""defendants/appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/519.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/86.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/52.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
paragon law,0,1,0.0,0,1,0,paragon law,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/919.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pardoes solicitors llp,1,0,100.0,0,0,1,pardoes solicitors llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/389.html"", ""role"": ""2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
"paris smith, winchester",1,0,100.0,0,0,1,"paris smith, winchester","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/344.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
parker bullen llp,1,0,100.0,0,1,0,parker bullen llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/150.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
parkers solicitors,0,1,0.0,0,0,0,parkers solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/201.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
parrish family law,0,1,0.0,0,1,0,parrish family law,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/955.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
"patrick lawrence solicitors, railway pl, gravesend da12 1ap",1,0,100.0,0,0,1,"patrick lawrence solicitors, railway pl, gravesend da12 1ap","{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/3049.html"", ""role"": ""second respondent mother."", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
patricks solicitors,0,1,0.0,0,1,0,patricks solicitors,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/81.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
patron law,4,1,80.0,0,1,4,patron law,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1485.html"", ""role"": ""appellant/defendant"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/779.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/567.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/713.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/71.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
patron law limited,0,1,0.0,0,0,1,patron law limited,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1000.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
pattinson & brewer solicitors,3,1,75.0,0,2,2,"pattinson & brewer, pattinson & brewer solicitors","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1061.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2266.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/42.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1217.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
paul crowley & co solicitors,1,0,100.0,0,0,1,paul crowley & co solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/27.html"", ""role"": ""3rd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
paul hastings (europe) llp,1,3,25.0,0,3,1,paul hastings (europe) llp,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2132.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/37.html"", ""role"": ""claimants/respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/31.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/701.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
paul martin and co solicitors,0,1,0.0,0,1,0,paul martin and co solicitors,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/785.html"", ""role"": ""first appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
paul robinson solicitors,0,1,0.0,0,0,1,paul robinson solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/282.html"", ""role"": ""2nd respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
payne hicks beach,2,3,40.0,0,4,1,"payne hicks beach, payne hicks beach llp","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/128.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/428.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1214.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/29.html"", ""role"": ""respondent on the first appeal and the appellant on the second appeal"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2151.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pbc licensing solicitors,0,0,,1,0,0,pbc licensing solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1831.html"", ""role"": ""interested parties"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
pcb byrne llp,4,3,57.14,0,5,2,"pcb byrne llp, pcb litigation, pcb litigation llp","{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1087.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/555.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1409.html"", ""role"": ""defendant/appellant"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/109.html"", ""role"": ""third respondent on the second appeal"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1337.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1493.html"", ""role"": ""claimant/appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1802.html"", ""role"": ""third appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
pdc law,0,1,0.0,0,0,1,pdc law,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1881.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
peachey & co llp,0,1,0.0,0,1,0,peachey & co llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/299.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pearson solicitors and financial advisors,0,1,0.0,0,1,0,pearson solicitors and financial advisors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1028.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pearsons,0,1,0.0,0,0,0,pearsons,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/788.html"", ""role"": ""children's guardian"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pegasus legal ldp,0,1,0.0,0,1,0,pegasus legal ldp,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/775.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
pellys,1,0,100.0,0,0,1,pellys,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/297.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
pemberton greenish llp,2,1,66.67,0,1,2,pemberton greenish llp,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/846.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1704.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/35.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
pender law,1,0,100.0,0,1,0,pender law,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1631.html"", ""role"": ""respondent/claimant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
peninsula business services ltd,1,0,100.0,0,1,0,peninsula business services ltd,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/606.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
pennington manches cooper llp,12,11,52.17,0,11,10,"pennington manches cooper llp, penningtons manches cooper llp, penningtons manches llp, penningtons solicitors llp","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2150.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/648.html"", ""role"": ""appellant/ cross-respondent"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1119.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/27.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/611.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/650.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/714.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/74.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/87.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/13.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/785.html"", ""role"": ""first and second respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/376.html"", ""role"": ""respondents/claimants"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/676.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/862.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/318.html"", ""role"": ""intervening party"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1124.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/446.html"", ""role"": ""1st respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/52.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1131.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1193.html"", ""role"": ""claimants/respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2405.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/250.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
