link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2015/171.html,"Mr Desmond Browne QC, Mr Matthew Nicklin QC and Ms Victoria Jolliffe (instructed by Slater and Gordon) for the Claimant/Respondent
Mr Richard Rampton QC, Ms Heather Rogers QC and Mr Aidan Eardley (instructed by Bates Wells & Braithwaite LLP) for the Defendants/Appellants
Hearing dates: 9th, 10th and 11th December 2014","[('Slater and Gordon', 'Claimant/Respondent'), ('Bates Wells & Braithwaite LLP', 'Defendants/Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/314.html,"Mr R Harwood QC, Mr R Rimplin and Mr R Buxton (instructed by Richard Buxton Environmental and Public Law) appeared on behalf of the Appellant
Miss J Thornton and Mr J Smith (instructed by Treasury Solicitors) appeared on behalf of the Respondent","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('Treasury Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/222.html,"Miss Deirdre Fottrell QC (instructed by Goodman Ray) for the Appellant
Miss Daisy Hughes (instructed by Philcox Gray) for the First Respondent
Mr Nicholas O'Brien (instructed by Legal and Democratic Services, Rotherham Metropolitan Borough Council) for the Second Respondent
Hearing date: 19 February 2015","[('Goodman Ray', 'Appellant'), ('Philcox Gray', 'First Respondent'), ('Legal and Democratic Services, Rotherham Metropolitan Borough Council', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/380.html,"Stephen Grime QC and Richard Whitehall (instructed by DWF Solicitors) for the Appellant
Christopher Melton QC and Simon Kilvington (instructed by Slater and Gordon (UK) LLP) for the 1st Respondent
The 2nd and 3rd Respondents did not appear at the hearing of the appeal
Hearing dates : 4-5 March 2015","[('DWF Solicitors', 'Appellant'), ('Slater and Gordon (UK) LLP', '1st Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/536.html,"DAVID CHIVERS Q.C., ANDREW THOMPSON Q.C. (instructed by Herbert Smith Freehills LLP) for the Appellants
KENNETH MacLEAN QC., JAMES POTTS QC., SAM O'LEARY (instructed by Slaughter and May) for the Respondents
Hearing dates : 28, 29, 30 April 2015","[('Herbert Smith Freehills LLP', 'Appellants'), ('Slaughter and May', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/565.html,"Anthony Metzer QC (instructed by Hodge Jones and Allen LLP) for the Appellant
Julian Waters (instructed by MPS Directorate of Legal Services and Legal Team, National Crime Agency) for the Respondents
Hearing dates : 14 May 2015","[('Hodge Jones and Allen LLP', 'Appellant'), ('MPS Directorate of Legal Services and Legal Team, National Crime Agency', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/573.html,"Anthony Metzer QC (instructed by Hodge Jones and Allen LLP) for the Appellant
Julian Waters (instructed by MPS Directorate of Legal Services and Legal Team, National Crime Agency) for the Respondents
Hearing dates : 14 May 2015","[('Hodge Jones and Allen LLP', 'Appellant'), ('MPS Directorate of Legal Services and Legal Team, National Crime Agency', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/726.html,"Mr Z Ahmad (instructed by Regents and Co Solicitors) appeared on behalf of the Appellant
The Respondent was not present and was not represented","[('Regents and Co Solicitors', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/487.html,"Mr Daniel Beard QC and Mr Rob Williams  (instructed by Reynolds Porter Chamberlain LLP) for the Appellant
Mr Paul Harris QC and Mr Ben Rayment (instructed by The Competition and Markets Authority) for the First Respondent
Mr Meredith Pickford QC and Ms Ligia Osepciu (instructed by Hogan Lovells International LLP) for the Second Respondent
Hearing dates: 11-12 March 2015","[('Reynolds Porter Chamberlain LLP', 'Appellant'), ('The Competition and Markets Authority', 'First Respondent'), ('Hogan Lovells International LLP', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/583.html,"Miss Kate Branigan QC and Mr Christopher Barnes (instructed by Harney and Wells Solicitors) for the Appellant
Mr Andrew Bagchi QC (instructed by Brighton and Hove City Council) for the Respondent
 An interested party was represented by Miss Martha Cover 
Hearing date : 6th May 2015","[('Harney and Wells Solicitors', 'Appellant'), ('Brighton and Hove City Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/901.html,"Mr R Hornby (instructed by Humphrys) appeared on behalf of the Applicant 
Mr A McGivern (instructed by Bell Lamb and Johnson) appeared on behalf of L 
Ms C Grundy (instructed by Cheshire West and Chester Council) appeared on behalf of the Local Authority","[('Humphrys', 'Applicant'), ('Cheshire West and Chester Council', 'Local Authority')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/584.html,"Mr Malcolm Macdonald (instructed by Lawrence & Co. solicitors) for the Appellant
Mr Charles Geekie QC (instructed by Goodman Ray) for the First Respondent
Ms Ceri White (instructed by the London Borough of Croydon) for the Second Respondent
Ms Poonam Bhari (instructed by Breeze and Wyles Solicitors LLP) for the Third Respondent
Hearing date: 24 April 2015","[('Lawrence & Co. solicitors', 'Appellant'), ('Goodman Ray', 'First Respondent'), ('the London Borough of Croydon', 'Second Respondent'), ('Breeze and Wyles Solicitors LLP', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/764.html,"Mr I Colville (instructed by Hopkins Solicitors LLP) appeared on behalf of the Applicant 
Mr A McNamara (instructed by Newark and Sherwood In House Counsel) appeared on behalf of the Respondent","[('Hopkins Solicitors LLP', 'Applicant'), ('Newark and Sherwood In House Counsel', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/650.html,"Richard Buxton (instructed by Richard Buxton Environmental and Public Law) for the Appellant
Richard Drabble QC and Daniel Kolinsky QC (instructed by Addleshaw Goddard LLP) for the First and Second Respondents
Sasha Blackmore (instructed by Browne Jacobson LLP) for the Third Respondent
The Interested Party was not represented and did not appear.
Hearing dates: 16TH & 17TH June 2015","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('Addleshaw Goddard LLP', 'First and Second Respondents'), ('Browne Jacobson LLP', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/582.html,"Mr Jonathan Darby (appearing Pro Bono) for the Appellant
Mr Daniel Kolinsky QC & Ms Zoe Leventhal (instructed by The Government Legal Department) for the 1st Respondent
Mr Douglas Edwards QC & Ms Caroline Daly (instructed by the Solicitor to the London Borough of Lambeth and Mayor of London) for the 2nd & 4th Respondents
Mr Timothy Corner QC & Mr Paul Brown QC (instructed by Hogan Lovells) for the 
3rd Respondent
Hearing dates : 20 May 2015","[('The Government Legal Department', '1st Respondent'), ('the Solicitor to the London Borough of Lambeth and Mayor of London', '2nd & 4th Respondents'), ('Hogan Lovells', '')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/681.html,"David Elvin QC and Charles Banner (instructed by King Wood Mallesons LLP) for the Appellant
Douglas Edwards QC and David Graham (instructed by Wealden and Rother Shared Legal Service) for the Respondents
Hearing date : 11 June 2015","[('King Wood Mallesons LLP', 'Appellant'), ('Wealden and Rother Shared Legal Service', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/713.html,"Mr Malcolm Gammie QC and Mr Conrad McDonnell (instructed by Pinsent Masons LLP) for the Trustees
Mr Rupert Baldry QC and Mr James Rivett (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Revenue
Hearing dates : 10, 11, 12, 16 and 17 June 2015","[('Pinsent Masons LLP', 'Trustees'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Revenue')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/916.html,"Mr I Smith (instructed by Direct Access) appeared on behalf of the Applicant
Mr N Pillow QC and Mr A Dudnikov (instructed by Steptoe and Johnson) appeared on behalf of the Respondent","[('Direct Access', 'Applicant'), ('Steptoe and Johnson', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/712.html,"Mr Stuart Catchpole QC and Mr Andrew Fenn (instructed by Pinsent Masons Llp) for the Claimant/Appellant
Mr Nicholas Dennys QC and Ms Fiona Parkin QC (instructed by Corbett & Co International Construction Lawyers and by Triay Stagnetto Neish) for the Defendant/Respondent
Hearing dates : Tuesday 19th May 2015, Wednesday 20th May 2015 and Thursday 21st May 2015","[('Pinsent Masons Llp', 'Claimant/Appellant'), ('Corbett & Co International Construction Lawyers and by Triay Stagnetto Neish', 'Defendant/Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1017.html,Mr James Maurici Qc and Mr Alistair Mills (instructed by Messrs Allen and Overy LLP) appeared on behalf of the Applicant,"[('Messrs Allen and Overy LLP', 'Applicant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/680.html,"Jason Beer QC, Alan Payne and Cicely Hayward (instructed by Richard Leighton Hill, Directorate of Corporate and Legal Services, South Wales Police) for the Appellant
Stephen Simblet and Una Morris (instructed by Goldstones) for the First and Second Respondents
Stephen Cragg QC and Conor McCarthy (instructed by Slater & Gordon LLP) for the Third Respondent
Hearing dates : 23 and 24 June 2015","[('Richard Leighton Hill, Directorate of Corporate and Legal Services, South Wales Police', 'Appellant'), ('Goldstones', 'First and Second Respondents'), ('Slater & Gordon LLP', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/747.html,"Ms Melanie Hall QC and Mr Brendan McGurk (instructed by HM Revenue and Customs) for the Appellant
Mr Sam Grodzinski QC (instructed by Simmons and Simmons Llp) for the First Respondent
Mr Francis Fitzpatrick QC (instructed by Ashfords Llp) for the Second Respondent
Ms Philippa Whipple QC (instructed by Pricewaterhouse Coopers Legal Llp) for the Third 
and Fifth Respondent 
The Fourth Respondent did not appear and was not represented 
Hearing dates: Thursday 4 June","[('HM Revenue and Customs', 'Appellant'), ('Simmons and Simmons Llp', 'First Respondent'), ('Ashfords Llp', 'Second Respondent'), ('Pricewaterhouse Coopers Legal Llp', 'Third')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/935.html,"Ms Karon Monaghan QC and Mr Mathew Purchase (instructed by Unison Legal Services) for the Appellant
Mr David Barr QC and Ms Susan Chan (instructed by Government Legal Department) for the Respondent
Mr Michael Ford QC (instructed by Equality and Human Rights Commission) for the Intervener (written submissions only)
Hearing dates: 16 & 17 June 2015","[('Unison Legal Services', 'Appellant'), ('Government Legal Department', 'Respondent'), ('Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/952.html,"Mr Toby Vanhegan (instructed by Wainwright and Cummins LLP) for the Appellant
Mr Wayne Beglan (instructed by London Borough of Lambeth Legal Services) for the Respondent
Hearing date : 30 July 2015","[('Wainwright and Cummins LLP', 'Appellant'), ('London Borough of Lambeth Legal Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1024.html,"Daniel Beard QC and Thomas Sebastian (instructed by Hogan Lovells International LLP for Air Canada, Linklaters LLP for Air France-KLM, KLM NV, Martinair Holland NV and Société Air France, Shearman & Sterling (London) LLP for Cargolux Airlines International SA, Squire Paton Boggs (UK) LLP for Cathay Pacific Airways Limited, Shepherd and Wedderburn LLP for Scandinavian Airline System Denmark-Norway-Sweden, SAS AB and SAS Cargo Group A/S and Latham & Watkins LLP for Singapore Airlines Limited and Singapore Airlines Cargo Pte Ltd) for the Addressee Airlines Jon Turner QC (instructed by Slaughter & May) for BA
Sarah Ford (instructed by Wragge Lawrence Graham & Co LLP) for the Non-Addressee Airlines
 Iain Milligan QC, Paul Harris QC, Ben Rayment and Anneliese Blackwood (instructed by Hausfeld & Co LLP) for Emerald Supplies Limited and 564 Others.Hearing dates: Tuesday 12 May, Wednesday 13 May and Thursday 14 May 2015.","[('Hogan Lovells International LLP for Air Canada, Linklaters LLP for Air France-KLM, KLM NV, Martinair Holland NV and Société Air France, Shearman & Sterling (London) LLP for Cargolux Airlines International SA, Squire Paton Boggs (UK) LLP for Cathay Pacific Airways Limited, Shepherd and Wedderburn LLP for Scandinavian Airline System Denmark-Norway-Sweden, SAS AB and SAS Cargo Group A/S and Latham & Watkins LLP for Singapore Airlines Limited and Singapore Airlines Cargo Pte Ltd', 'Addressee Airlines Jon Turner QC'), ('Wragge Lawrence Graham & Co LLP', 'Non-Addressee Airlines')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1036.html,"GRAHAM AARONSON QC and MS ZIZHEN YANG (instructed by Ernst & Young LLP) for the Appellant
MICHAEL GIBBON QC (instructed by General Counsel and Solicitor to HM Revenue & Customs) for the Respondents
Hearing date : 7 October 2015","[('Ernst & Young LLP', 'Appellant'), ('General Counsel and Solicitor to HM Revenue & Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1051.html,"James Stark (instructed by Community Law Partnership) for the Appellant
Jonathan Manning and Emily Orme (instructed by Birmingham City Council Legal and Democratic Services) for the Respondent
Hearing date : 6 October 2015","[('Community Law Partnership', 'Appellant'), ('Birmingham City Council Legal and Democratic Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1212.html,"Benjamin Tankel (instructed by Warren's Law and Advocacy) for the Appellants
Christopher Stirling (instructed by Reynolds Porter Chamberlain LLP) for the Respondents
Hearing date : 3 November 2015","[(""Warren's Law and Advocacy"", 'Appellants'), ('Reynolds Porter Chamberlain LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1189.html,"Richard Harwood QC (instructed by Richard Buxton Environmental and Public Law) for the Appellant
Richard Honey (instructed by Government Legal Department) for the First Respondent
The Second Respondent did not appear and was not represented
Jeremy Pike (instructed by Mike Stamford on a Direct Access Basis) for the Third Respondent
Hearing date: 22 October 2015","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('Government Legal Department', 'First Respondent'), ('Mike Stamford on a Direct Access Basis', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1211.html,"Mr Owain Thomas and Mr Matthew Donmall (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellant
Mr Kevin Prosser QC (instructed by Mishcon de Reya LLP) for the Respondent
Hearing date : 21 October 2015","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellant'), ('Mishcon de Reya LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1306.html,"Ms Alison Foster QC and Ms Myriam Stacey (instructed by Collyer Bristow LLP) for the Appellant
Ms Hui Ling McCarthy (instructed by the Solicitor to HM Revenue and Customs) for the Respondent
Hearing date : 17 November 2015","[('Collyer Bristow LLP', 'Appellant'), ('the Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/1250.html,"Christopher Boyle QC and Andrew Parkinson (instructed by Blandy and Blandy LLP) for the Appellant
Richard Kimblin (instructed by Government Legal Department) for the First Respondent
Edmund Robb (instructed by Royal Borough of Windsor and Maidenhead Shared Legal Services) for the Second Respondent
Hearing date: 17 November 2015","[('Blandy and Blandy LLP', 'Appellant'), ('Government Legal Department', 'First Respondent'), ('Royal Borough of Windsor and Maidenhead Shared Legal Services', 'Second Respondent')]"
